ID,카테고리,아이템,원본 크기 XYZ(m),조정 크기 XYZ(m),축소 배율,비고,프리팹,원본 에셋,패키지
household_a748381168,생활용품,화분 06 / 성장 2,0.615 × 1.066 × 0.609,0.397 × 0.689 × 0.393,0.6456558704376221,화분 조합/성장 단계: 서로 다른 식물 종류로 중복 계산하지 않음,Assets/_Game/Content/ItemCollection/Prefabs/household/household_a748381168.prefab,Assets/ItemSources/FREE_Low_Poly_Plants_Pots_Demo_with_Growth_System_Cosmic_Retro/CosmicRetro_Plants&PotsPack_Demo/Prefabs/Plant + Pot/CS_Plant_Pot_06_L2.prefab,FREE Low Poly Plants Pots Demo with Growth System Cosmic Retro
household_e8f6140412,생활용품,화분 06 / 성장 3,0.777 × 1.516 × 0.651,0.427 × 0.833 × 0.358,0.5497375130653381,화분 조합/성장 단계: 서로 다른 식물 종류로 중복 계산하지 않음,Assets/_Game/Content/ItemCollection/Prefabs/household/household_e8f6140412.prefab,Assets/ItemSources/FREE_Low_Poly_Plants_Pots_Demo_with_Growth_System_Cosmic_Retro/CosmicRetro_Plants&PotsPack_Demo/Prefabs/Plant + Pot/CS_Plant_Pot_06_L3.prefab,FREE Low Poly Plants Pots Demo with Growth System Cosmic Retro
household_df3c17485c,생활용품,화분 25 / 성장 1,0.609 × 0.721 × 0.609,0.393 × 0.465 × 0.393,0.6456558704376221,화분 조합/성장 단계: 서로 다른 식물 종류로 중복 계산하지 않음,Assets/_Game/Content/ItemCollection/Prefabs/household/household_df3c17485c.prefab,Assets/ItemSources/FREE_Low_Poly_Plants_Pots_Demo_with_Growth_System_Cosmic_Retro/CosmicRetro_Plants&PotsPack_Demo/Prefabs/Plant + Pot/CS_Plant_Pot_25_L1.prefab,FREE Low Poly Plants Pots Demo with Growth System Cosmic Retro
household_2d23115cd4,생활용품,화분 25 / 성장 2,0.609 × 0.961 × 0.609,0.393 × 0.620 × 0.393,0.6456558704376221,화분 조합/성장 단계: 서로 다른 식물 종류로 중복 계산하지 않음,Assets/_Game/Content/ItemCollection/Prefabs/household/household_2d23115cd4.prefab,Assets/ItemSources/FREE_Low_Poly_Plants_Pots_Demo_with_Growth_System_Cosmic_Retro/CosmicRetro_Plants&PotsPack_Demo/Prefabs/Plant + Pot/CS_Plant_Pot_25_L2.prefab,FREE Low Poly Plants Pots Demo with Growth System Cosmic Retro
household_036176ef14,생활용품,화분 25 / 성장 3,0.616 × 1.366 × 0.609,0.398 × 0.882 × 0.393,0.6456558704376221,화분 조합/성장 단계: 서로 다른 식물 종류로 중복 계산하지 않음,Assets/_Game/Content/ItemCollection/Prefabs/household/household_036176ef14.prefab,Assets/ItemSources/FREE_Low_Poly_Plants_Pots_Demo_with_Growth_System_Cosmic_Retro/CosmicRetro_Plants&PotsPack_Demo/Prefabs/Plant + Pot/CS_Plant_Pot_25_L3.prefab,FREE Low Poly Plants Pots Demo with Growth System Cosmic Retro
household_1b99880120,생활용품,화분 37 / 성장 1,0.609 × 0.570 × 0.609,0.393 × 0.368 × 0.393,0.6456558704376221,화분 조합/성장 단계: 서로 다른 식물 종류로 중복 계산하지 않음,Assets/_Game/Content/ItemCollection/Prefabs/household/household_1b99880120.prefab,Assets/ItemSources/FREE_Low_Poly_Plants_Pots_Demo_with_Growth_System_Cosmic_Retro/CosmicRetro_Plants&PotsPack_Demo/Prefabs/Plant + Pot/CS_Plant_Pot_37_L1.prefab,FREE Low Poly Plants Pots Demo with Growth System Cosmic Retro
household_0e10b11f29,생활용품,화분 37 / 성장 2,0.609 × 0.710 × 0.616,0.389 × 0.453 × 0.393,0.6384491324424744,화분 조합/성장 단계: 서로 다른 식물 종류로 중복 계산하지 않음,Assets/_Game/Content/ItemCollection/Prefabs/household/household_0e10b11f29.prefab,Assets/ItemSources/FREE_Low_Poly_Plants_Pots_Demo_with_Growth_System_Cosmic_Retro/CosmicRetro_Plants&PotsPack_Demo/Prefabs/Plant + Pot/CS_Plant_Pot_37_L2.prefab,FREE Low Poly Plants Pots Demo with Growth System Cosmic Retro
household_0b766f425d,생활용품,화분 37 / 성장 3,1.059 × 1.021 × 0.923,0.427 × 0.412 × 0.372,0.4033316969871521,화분 조합/성장 단계: 서로 다른 식물 종류로 중복 계산하지 않음,Assets/_Game/Content/ItemCollection/Prefabs/household/household_0b766f425d.prefab,Assets/ItemSources/FREE_Low_Poly_Plants_Pots_Demo_with_Growth_System_Cosmic_Retro/CosmicRetro_Plants&PotsPack_Demo/Prefabs/Plant + Pot/CS_Plant_Pot_37_L3.prefab,FREE Low Poly Plants Pots Demo with Growth System Cosmic Retro
household_7934873d4f,생활용품,붕대,0.190 × 0.229 × 0.178,0.190 × 0.229 × 0.178,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_7934873d4f.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Bandages.prefab,Low Poly Basic Items Pack - Household Items
household_aedbf57530,생활용품,야구방망이,0.074 × 0.940 × 0.074,0.074 × 0.940 × 0.074,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_aedbf57530.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Bat.prefab,Low Poly Basic Items Pack - Household Items
household_252e6d182f,생활용품,맥주잔,0.199 × 0.236 × 0.160,0.199 × 0.236 × 0.160,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_252e6d182f.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/BeerMug.prefab,Low Poly Basic Items Pack - Household Items
household_f7ed05fb18,생활용품,쌍안경,0.248 × 0.123 × 0.309,0.248 × 0.123 × 0.309,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_f7ed05fb18.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Binoculars.prefab,Low Poly Basic Items Pack - Household Items
household_2606b83e30,생활용품,책 Blue,0.227 × 0.322 × 0.065,0.227 × 0.322 × 0.065,1.0,색상 변형 (종류 수 중복 제외),Assets/_Game/Content/ItemCollection/Prefabs/household/household_2606b83e30.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/BookBlue.prefab,Low Poly Basic Items Pack - Household Items
household_b34f2a2b5b,생활용품,책 Orange,0.227 × 0.322 × 0.065,0.227 × 0.322 × 0.065,1.0,색상 변형 (종류 수 중복 제외),Assets/_Game/Content/ItemCollection/Prefabs/household/household_b34f2a2b5b.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/BookOrange.prefab,Low Poly Basic Items Pack - Household Items
household_aadc7cae23,생활용품,책 Red,0.227 × 0.322 × 0.065,0.227 × 0.322 × 0.065,1.0,색상 변형 (종류 수 중복 제외),Assets/_Game/Content/ItemCollection/Prefabs/household/household_aadc7cae23.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/BookRed.prefab,Low Poly Basic Items Pack - Household Items
household_b65ba074c4,생활용품,책장,1.232 × 2.076 × 0.419,0.427 × 0.720 × 0.145,0.3465985953807831,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_b65ba074c4.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Bookshelf.prefab,Low Poly Basic Items Pack - Household Items
household_c4a181cbc8,생활용품,병 1,0.144 × 0.390 × 0.166,0.144 × 0.390 × 0.166,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_c4a181cbc8.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Bottle1.prefab,Low Poly Basic Items Pack - Household Items
household_be32f645eb,생활용품,병 1Black,0.144 × 0.390 × 0.166,0.144 × 0.390 × 0.166,1.0,색상 변형 (종류 수 중복 제외),Assets/_Game/Content/ItemCollection/Prefabs/household/household_be32f645eb.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Bottle1Black.prefab,Low Poly Basic Items Pack - Household Items
household_45dd3bd548,생활용품,병 2,0.184 × 0.390 × 0.212,0.184 × 0.390 × 0.212,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_45dd3bd548.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Bottle2.prefab,Low Poly Basic Items Pack - Household Items
household_7f490e369f,생활용품,병 2Purple,0.184 × 0.390 × 0.212,0.184 × 0.390 × 0.212,1.0,색상 변형 (종류 수 중복 제외),Assets/_Game/Content/ItemCollection/Prefabs/household/household_7f490e369f.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Bottle2Purple.prefab,Low Poly Basic Items Pack - Household Items
household_f5e9090a0a,생활용품,병 3,0.102 × 0.371 × 0.117,0.102 × 0.371 × 0.117,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_f5e9090a0a.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Bottle3.prefab,Low Poly Basic Items Pack - Household Items
household_fe6d568dd4,생활용품,병 3Blue,0.102 × 0.371 × 0.117,0.102 × 0.371 × 0.117,1.0,색상 변형 (종류 수 중복 제외),Assets/_Game/Content/ItemCollection/Prefabs/household/household_fe6d568dd4.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Bottle3Blue.prefab,Low Poly Basic Items Pack - Household Items
household_cf674f8842,생활용품,병 3Green,0.102 × 0.371 × 0.117,0.102 × 0.371 × 0.117,1.0,색상 변형 (종류 수 중복 제외),Assets/_Game/Content/ItemCollection/Prefabs/household/household_cf674f8842.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Bottle3Green.prefab,Low Poly Basic Items Pack - Household Items
household_f1211d50bc,생활용품,그릇,0.284 × 0.113 × 0.327,0.284 × 0.113 × 0.327,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_f1211d50bc.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Bowl.prefab,Low Poly Basic Items Pack - Household Items
household_26a96fe595,생활용품,그릇 001,0.284 × 0.113 × 0.327,0.284 × 0.113 × 0.327,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_26a96fe595.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Bowl_001.prefab,Low Poly Basic Items Pack - Household Items
household_c71d594e3f,생활용품,서류가방,0.707 × 0.633 × 0.163,0.427 × 0.382 × 0.099,0.6040728092193604,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_c71d594e3f.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Briefcase.prefab,Low Poly Basic Items Pack - Household Items
household_34d5c1a69e,생활용품,서류가방 Grey,0.707 × 0.633 × 0.163,0.427 × 0.382 × 0.099,0.6040728092193604,색상 변형 (종류 수 중복 제외),Assets/_Game/Content/ItemCollection/Prefabs/household/household_34d5c1a69e.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/BriefcaseGrey.prefab,Low Poly Basic Items Pack - Household Items
household_1357c32675,생활용품,식칼,0.092 × 0.266 × 0.022,0.092 × 0.266 × 0.022,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_1357c32675.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/ButcherKnife.prefab,Low Poly Basic Items Pack - Household Items
household_ea511584ce,생활용품,식칼 Brown,0.092 × 0.266 × 0.022,0.092 × 0.266 × 0.022,1.0,색상 변형 (종류 수 중복 제외),Assets/_Game/Content/ItemCollection/Prefabs/household/household_ea511584ce.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/ButcherKnifeBrown.prefab,Low Poly Basic Items Pack - Household Items
household_0d1b7b35f8,생활용품,카메라,0.210 × 0.167 × 0.139,0.210 × 0.167 × 0.139,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_0d1b7b35f8.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Camera.prefab,Low Poly Basic Items Pack - Household Items
household_8a2474821f,생활용품,의자,0.536 × 1.038 × 0.495,0.425 × 0.824 × 0.393,0.7941450476646423,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_8a2474821f.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Chair.prefab,Low Poly Basic Items Pack - Household Items
household_bc98fc4abb,생활용품,컵,0.106 × 0.191 × 0.123,0.106 × 0.191 × 0.123,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_bc98fc4abb.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Cup.prefab,Low Poly Basic Items Pack - Household Items
household_29af15583c,생활용품,컵 Brown,0.106 × 0.191 × 0.123,0.106 × 0.191 × 0.123,1.0,색상 변형 (종류 수 중복 제외),Assets/_Game/Content/ItemCollection/Prefabs/household/household_29af15583c.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/CupBrown.prefab,Low Poly Basic Items Pack - Household Items
household_49a9ea4878,생활용품,컵 Green,0.106 × 0.191 × 0.123,0.106 × 0.191 × 0.123,1.0,색상 변형 (종류 수 중복 제외),Assets/_Game/Content/ItemCollection/Prefabs/household/household_49a9ea4878.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/CupGreen.prefab,Low Poly Basic Items Pack - Household Items
household_49339175c8,생활용품,컵 Red,0.106 × 0.191 × 0.123,0.106 × 0.191 × 0.123,1.0,색상 변형 (종류 수 중복 제외),Assets/_Game/Content/ItemCollection/Prefabs/household/household_49339175c8.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/CupRed.prefab,Low Poly Basic Items Pack - Household Items
household_8e1e3fa9b5,생활용품,책상,1.852 × 0.734 × 1.152,0.427 × 0.169 × 0.266,0.23069782555103302,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_8e1e3fa9b5.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Desk.prefab,Low Poly Basic Items Pack - Household Items
household_9f32427af7,생활용품,아령 1,0.637 × 0.244 × 0.281,0.427 × 0.163 × 0.189,0.6708036661148071,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_9f32427af7.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Dumbell1.prefab,Low Poly Basic Items Pack - Household Items
household_05adbdbaa7,생활용품,아령 2,1.517 × 0.472 × 0.545,0.427 × 0.133 × 0.153,0.28152263164520264,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_05adbdbaa7.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Dumbell2.prefab,Low Poly Basic Items Pack - Household Items
household_09696c9725,생활용품,포크,0.044 × 0.171 × 0.013,0.044 × 0.171 × 0.013,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_09696c9725.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Fork.prefab,Low Poly Basic Items Pack - Household Items
household_b215617163,생활용품,고블릿,0.143 × 0.219 × 0.165,0.143 × 0.219 × 0.165,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_b215617163.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Goblet.prefab,Low Poly Basic Items Pack - Household Items
household_402cb094cf,생활용품,구급용품,0.584 × 0.222 × 0.419,0.427 × 0.163 × 0.307,0.73146653175354,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_402cb094cf.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/HealthKit.prefab,Low Poly Basic Items Pack - Household Items
household_27305de039,생활용품,주방칼,0.045 × 0.293 × 0.019,0.045 × 0.293 × 0.019,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_27305de039.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/KitchenKnife.prefab,Low Poly Basic Items Pack - Household Items
household_5a4b0fec1e,생활용품,주방칼 Brown,0.045 × 0.293 × 0.019,0.045 × 0.293 × 0.019,1.0,색상 변형 (종류 수 중복 제외),Assets/_Game/Content/ItemCollection/Prefabs/household/household_5a4b0fec1e.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/KitchenKnifeBrown.prefab,Low Poly Basic Items Pack - Household Items
household_035c559a2e,생활용품,의학서적,0.204 × 0.290 × 0.059,0.204 × 0.290 × 0.059,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_035c559a2e.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/MedBook.prefab,Low Poly Basic Items Pack - Household Items
household_118f89cbc4,생활용품,구급상자,0.518 × 0.371 × 0.137,0.427 × 0.305 × 0.113,0.8244083523750305,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_118f89cbc4.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Medkit.prefab,Low Poly Basic Items Pack - Household Items
household_b3720aac62,생활용품,돈,0.263 × 0.097 × 0.143,0.263 × 0.097 × 0.143,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_b3720aac62.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Money.prefab,Low Poly Basic Items Pack - Household Items
household_8d30412026,생활용품,머그컵,0.148 × 0.124 × 0.127,0.148 × 0.124 × 0.127,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_8d30412026.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Mug.prefab,Low Poly Basic Items Pack - Household Items
household_18dc6bca14,생활용품,머그컵 001,0.148 × 0.124 × 0.127,0.148 × 0.124 × 0.127,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_18dc6bca14.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Mug_001.prefab,Low Poly Basic Items Pack - Household Items
household_86ab8f2eaa,생활용품,프라이팬,0.878 × 0.105 × 0.558,0.427 × 0.051 × 0.271,0.4864131808280945,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_86ab8f2eaa.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Pan.prefab,Low Poly Basic Items Pack - Household Items
household_daf8ccdf6b,생활용품,프라이팬 2,0.763 × 0.157 × 0.660,0.427 × 0.088 × 0.369,0.5599335432052612,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_daf8ccdf6b.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Pan2.prefab,Low Poly Basic Items Pack - Household Items
household_3cf631d91f,생활용품,연필,0.033 × 0.294 × 0.033,0.033 × 0.294 × 0.033,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_3cf631d91f.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Pencil.prefab,Low Poly Basic Items Pack - Household Items
household_74fa3af0cf,생활용품,약통,0.087 × 0.185 × 0.087,0.087 × 0.185 × 0.087,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_74fa3af0cf.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/PillBottle.prefab,Low Poly Basic Items Pack - Household Items
household_599b417157,생활용품,접시,0.357 × 0.026 × 0.412,0.340 × 0.025 × 0.393,0.9543681144714355,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_599b417157.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Plate.prefab,Low Poly Basic Items Pack - Household Items
household_35328a221f,생활용품,접시 001,0.357 × 0.026 × 0.412,0.340 × 0.025 × 0.393,0.9543681144714355,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_35328a221f.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Plate_001.prefab,Low Poly Basic Items Pack - Household Items
household_3bf3d37e51,생활용품,뚫어뻥,0.182 × 0.483 × 0.182,0.182 × 0.483 × 0.182,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_3bf3d37e51.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Plunger.prefab,Low Poly Basic Items Pack - Household Items
household_a6285090a6,생활용품,냄비,0.573 × 0.331 × 0.483,0.427 × 0.246 × 0.360,0.7448533773422241,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_a6285090a6.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Pot.prefab,Low Poly Basic Items Pack - Household Items
household_d3ed2584ed,생활용품,스마트폰 Blue,0.129 × 0.265 × 0.032,0.129 × 0.265 × 0.032,1.0,색상 변형 (종류 수 중복 제외),Assets/_Game/Content/ItemCollection/Prefabs/household/household_d3ed2584ed.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/SmartPhoneBlue.prefab,Low Poly Basic Items Pack - Household Items
household_444b84cd14,생활용품,스마트폰 Green,0.129 × 0.265 × 0.032,0.129 × 0.265 × 0.032,1.0,색상 변형 (종류 수 중복 제외),Assets/_Game/Content/ItemCollection/Prefabs/household/household_444b84cd14.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/SmartPhoneGreen.prefab,Low Poly Basic Items Pack - Household Items
household_41de4cd515,생활용품,스마트폰 Red,0.129 × 0.265 × 0.032,0.129 × 0.265 × 0.032,1.0,색상 변형 (종류 수 중복 제외),Assets/_Game/Content/ItemCollection/Prefabs/household/household_41de4cd515.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/SmartPhoneRed.prefab,Low Poly Basic Items Pack - Household Items
household_55fc1bc51d,생활용품,스마트폰 White,0.129 × 0.265 × 0.032,0.129 × 0.265 × 0.032,1.0,색상 변형 (종류 수 중복 제외),Assets/_Game/Content/ItemCollection/Prefabs/household/household_55fc1bc51d.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/SmartPhoneWhite.prefab,Low Poly Basic Items Pack - Household Items
household_a2d4a7c5b1,생활용품,뒤집개,0.098 × 0.318 × 0.025,0.098 × 0.318 × 0.025,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_a2d4a7c5b1.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Spatula.prefab,Low Poly Basic Items Pack - Household Items
household_4dbfced7de,생활용품,숟가락,0.052 × 0.161 × 0.015,0.052 × 0.161 × 0.015,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_4dbfced7de.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Spoon.prefab,Low Poly Basic Items Pack - Household Items
household_d95afa4856,생활용품,주사기,0.079 × 0.311 × 0.079,0.079 × 0.311 × 0.079,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_d95afa4856.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Syringe.prefab,Low Poly Basic Items Pack - Household Items
household_1fbec848c7,생활용품,탁자,1.356 × 0.734 × 2.174,0.245 × 0.133 × 0.393,0.18078909814357758,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_1fbec848c7.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/Table.prefab,Low Poly Basic Items Pack - Household Items
household_a392f42483,생활용품,칫솔 Blue,0.035 × 0.244 × 0.062,0.035 × 0.244 × 0.062,1.0,색상 변형 (종류 수 중복 제외),Assets/_Game/Content/ItemCollection/Prefabs/household/household_a392f42483.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/ToothbrushBlue.prefab,Low Poly Basic Items Pack - Household Items
household_11520b3f22,생활용품,칫솔 Green,0.035 × 0.244 × 0.062,0.035 × 0.244 × 0.062,1.0,색상 변형 (종류 수 중복 제외),Assets/_Game/Content/ItemCollection/Prefabs/household/household_11520b3f22.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/ToothbrushGreen.prefab,Low Poly Basic Items Pack - Household Items
household_e5b57ee8d2,생활용품,칫솔 Red,0.035 × 0.244 × 0.062,0.035 × 0.244 × 0.062,1.0,색상 변형 (종류 수 중복 제외),Assets/_Game/Content/ItemCollection/Prefabs/household/household_e5b57ee8d2.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/ToothbrushRed.prefab,Low Poly Basic Items Pack - Household Items
household_e72a755f50,생활용품,텔레비전,1.454 × 1.024 × 0.247,0.427 × 0.301 × 0.073,0.29386112093925476,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_e72a755f50.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/TV.prefab,Low Poly Basic Items Pack - Household Items
household_0e33f41bf5,생활용품,TV장,1.543 × 0.667 × 0.820,0.427 × 0.185 × 0.227,0.27676525712013245,,Assets/_Game/Content/ItemCollection/Prefabs/household/household_0e33f41bf5.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/TVStand.prefab,Low Poly Basic Items Pack - Household Items
household_aa0e710e7e,생활용품,식물 화분 조합,2.618 × 1.712 × 2.650,0.388 × 0.254 × 0.393,0.14830034971237183,화분 조합/성장 단계: 서로 다른 식물 종류로 중복 계산하지 않음,Assets/_Game/Content/ItemCollection/Prefabs/household/household_aa0e710e7e.prefab,Assets/ItemSources/Low_Poly_Interior_Flower_Pots/Level13/Low Poly Interior Flower Pots/URP/Prefab/Plant & pots/Plant & Pot.prefab,Low Poly Interior Flower Pots
